text,intent,shape
what  shapes  are  available,list_shapes,
What shapes are available,list_shapes,
i want to show me the shapes,list_shapes,
which shapes can i use?,list_shapes,
can you show all shapes,list_shapes,
please shapes list,list_shapes,
can you shapes list,list_shapes,
show all shapes?,list_shapes,
WHAT SHAPES DO YOU KNOW,list_shapes,
what  can  i  calculate,list_shapes,
what  shapes  do  you  know,list_shapes,
List all shapes,list_shapes,
show all shapes please,list_shapes,
can you available shapes,list_shapes,
i want to list shapes,list_shapes,
WHAT SHAPES DO YOU KNOW,list_shapes,
LIST ALL SHAPES,list_shapes,
LIST ALL SHAPES,list_shapes,
please what can i calculate,list_shapes,
i want to which shapes can i use,list_shapes,
show me the shapes please,list_shapes,
list all shapes,list_shapes,
i want to available shapes,list_shapes,
list shapes please,list_shapes,
available shapes,list_shapes,
AVAILABLE SHAPES,list_shapes,
i want to show all shapes,list_shapes,
i want to what can i calculate,list_shapes,
what shapes are available please,list_shapes,
i want to list shapes,list_shapes,
i want to list all shapes,list_shapes,
what shapes do you know,list_shapes,
please show me the shapes,list_shapes,
List shapes,list_shapes,
what shapes are available,list_shapes,
Show me the shapes,list_shapes,
show all shapes,list_shapes,
What shapes are available,list_shapes,
can you what shapes are available,list_shapes,
what shapes do you know please,list_shapes,
LIST ALL SHAPES,list_shapes,
WHAT CAN I CALCULATE,list_shapes,
which shapes can i use?,list_shapes,
What shapes do you know,list_shapes,
List all shapes,list_shapes,
Show all shapes,list_shapes,
LIST ALL SHAPES,list_shapes,
what shapes are available?,list_shapes,
i want to shapes list,list_shapes,
i want to list all shapes,list_shapes,
can you what shapes do you know,list_shapes,
i want to which shapes can i use,list_shapes,
Which shapes can i use,list_shapes,
list  shapes,list_shapes,
list shapes please,list_shapes,
what shapes are available,list_shapes,
can you what shapes do you know,list_shapes,
i want to show me the shapes,list_shapes,
show all shapes,list_shapes,
Shapes list,list_shapes,
please what shapes are available,list_shapes,
show  all  shapes,list_shapes,
list shapes please,list_shapes,
available shapes?,list_shapes,
shapes list,list_shapes,
shapes list?,list_shapes,
i want to list all shapes,list_shapes,
please shapes list,list_shapes,
show all shapes?,list_shapes,
List all shapes,list_shapes,
please what shapes do you know,list_shapes,
list all shapes?,list_shapes,
show  all  shapes,list_shapes,
i want to list all shapes,list_shapes,
please available shapes,list_shapes,
list shapes?,list_shapes,
what shapes do you know please,list_shapes,
show all shapes?,list_shapes,
i want to what shapes do you know,list_shapes,
LIST ALL SHAPES,list_shapes,
SHAPES LIST,list_shapes,
list all shapes please,list_shapes,
List shapes,list_shapes,
can you what can i calculate,list_shapes,
please list shapes,list_shapes,
available shapes?,list_shapes,
what can i calculate,list_shapes,
i want to what shapes do you know,list_shapes,
shapes list?,list_shapes,
can you what shapes do you know,list_shapes,
What can i calculate,list_shapes,
WHAT CAN I CALCULATE,list_shapes,
SHAPES LIST,list_shapes,
which shapes can i use,list_shapes,
shapes  list,list_shapes,
list all shapes,list_shapes,
SHOW ME THE SHAPES,list_shapes,
i want to available shapes,list_shapes,
show me the shapes,list_shapes,
please shapes list,list_shapes,
list shapes,list_shapes,
what shapes are available,list_shapes,
available  shapes,list_shapes,
What can i calculate,list_shapes,
show all shapes?,list_shapes,
SHOW ME THE SHAPES,list_shapes,
please show all shapes,list_shapes,
can you what can i calculate,list_shapes,
please shapes list,list_shapes,
what shapes do you know please,list_shapes,
can you what shapes do you know,list_shapes,
can you show me the shapes,list_shapes,
what  can  i  calculate,list_shapes,
AVAILABLE SHAPES,list_shapes,
Available shapes,list_shapes,
i want to what shapes are available,list_shapes,
List shapes,list_shapes,
what shapes do you know?,list_shapes,
show me the shapes please,list_shapes,
list  all  shapes,list_shapes,
list all shapes please,list_shapes,
can you what shapes do you know,list_shapes,
what  shapes  do  you  know,list_shapes,
SHOW ALL SHAPES,list_shapes,
SHAPES LIST,list_shapes,
show all shapes?,list_shapes,
can you what shapes are available,list_shapes,
what can i calculate please,list_shapes,
i want to list all shapes,list_shapes,
what  shapes  do  you  know,list_shapes,
show me the shapes please,list_shapes,
WHAT SHAPES DO YOU KNOW,list_shapes,
list all shapes please,list_shapes,
i want to shapes list,list_shapes,
what shapes are available please,list_shapes,
shapes list please,list_shapes,
available  shapes,list_shapes,
which shapes can i use?,list_shapes,
what  can  i  calculate,list_shapes,
list all shapes please,list_shapes,
what shapes are available?,list_shapes,
show  me  the  shapes,list_shapes,
i want to show all shapes,list_shapes,
list all shapes?,list_shapes,
what shapes are available,list_shapes,
please show me the shapes,list_shapes,
shapes list please,list_shapes,
list all shapes please,list_shapes,
shapes  list,list_shapes,
show me the shapes please,list_shapes,
can you list shapes,list_shapes,
List all shapes,list_shapes,
can you available shapes,list_shapes,
can you list shapes,list_shapes,
can you show me the shapes,list_shapes,
can you what shapes are available,list_shapes,
show all shapes please,list_shapes,
which shapes can i use,list_shapes,
please shapes list,list_shapes,
i want to list shapes,list_shapes,
available shapes please,list_shapes,
which shapes can i use,list_shapes,
can you show me the shapes,list_shapes,
shapes  list,list_shapes,
i want to which shapes can i use,list_shapes,
list shapes,list_shapes,
please list shapes,list_shapes,
can you what can i calculate,list_shapes,
what can i calculate,list_shapes,
list shapes,list_shapes,
i want to show me the shapes,list_shapes,
Shapes list,list_shapes,
list all shapes,list_shapes,
list shapes?,list_shapes,
please what shapes do you know,list_shapes,
What shapes are available,list_shapes,
can you shapes list,list_shapes,
please shapes list,list_shapes,
available shapes?,list_shapes,
What shapes do you know,list_shapes,
i want to what shapes do you know,list_shapes,
please show me the shapes,list_shapes,
shapes list please,list_shapes,
list shapes,list_shapes,
Available shapes,list_shapes,
i want to what shapes do you know,list_shapes,
can you what shapes are available,list_shapes,
can you what shapes do you know,list_shapes,
please what shapes are available,list_shapes,
what shapes are available,list_shapes,
list  all  shapes,list_shapes,
shapes list,list_shapes,
what can i calculate please,list_shapes,
LIST SHAPES,list_shapes,
LIST ALL SHAPES,list_shapes,
WHAT SHAPES ARE AVAILABLE,list_shapes,
WHAT SHAPES ARE AVAILABLE,list_shapes,
show all shapes?,list_shapes,
can you available shapes,list_shapes,
i want to what can i calculate,list_shapes,
What can i calculate,list_shapes,
which shapes can i use?,list_shapes,
Shapes list,list_shapes,
available shapes,list_shapes,
Show all shapes,list_shapes,
what can i calculate please,list_shapes,
shapes list,list_shapes,
list all shapes?,list_shapes,
what shapes do you know please,list_shapes,
can you what shapes are available,list_shapes,
i want to show me the shapes,list_shapes,
available shapes please,list_shapes,
AVAILABLE SHAPES,list_shapes,
what shapes do you know?,list_shapes,
List shapes,list_shapes,
which  shapes  can  i  use,list_shapes,
show me the shapes please,list_shapes,
which shapes can i use please,list_shapes,
show me the shapes,list_shapes,
what shapes are available?,list_shapes,
SHOW ME THE SHAPES,list_shapes,
what shapes are available,list_shapes,
which shapes can i use?,list_shapes,
please list shapes,list_shapes,
available shapes?,list_shapes,
can you show all shapes,list_shapes,
i want to what can i calculate,list_shapes,
please list shapes,list_shapes,
what  shapes  are  available,list_shapes,
SHOW ME THE SHAPES,list_shapes,
i want to list all shapes,list_shapes,
please what shapes do you know,list_shapes,
show me the shapes?,list_shapes,
what shapes are available?,list_shapes,
show me the shapes?,list_shapes,
please show me the shapes,list_shapes,
please which shapes can i use,list_shapes,
what  can  i  calculate,list_shapes,
list shapes please,list_shapes,
can you what shapes are available,list_shapes,
please what shapes are available,list_shapes,
please shapes list,list_shapes,
i want to show all shapes,list_shapes,
AVAILABLE SHAPES,list_shapes,
please shapes list,list_shapes,
shapes  list,list_shapes,
Shapes list,list_shapes,
available shapes?,list_shapes,
can you show me the shapes,list_shapes,
what shapes are available,list_shapes,
what shapes do you know?,list_shapes,
SHAPES LIST,list_shapes,
what shapes are available?,list_shapes,
can you list shapes,list_shapes,
please available shapes,list_shapes,
list all shapes please,list_shapes,
what shapes do you know?,list_shapes,
What shapes do you know,list_shapes,
SHAPES LIST,list_shapes,
what  shapes  are  available,list_shapes,
can you shapes list,list_shapes,
can you which shapes can i use,list_shapes,
show me the shapes please,list_shapes,
what can i calculate please,list_shapes,
which  shapes  can  i  use,list_shapes,
Show all shapes,list_shapes,
list  all  shapes,list_shapes,
AVAILABLE SHAPES,list_shapes,
what shapes are available?,list_shapes,
shapes list please,list_shapes,
list shapes?,list_shapes,
what can i calculate?,list_shapes,
please list shapes,list_shapes,
can you show me the shapes,list_shapes,
can you what can i calculate,list_shapes,
can you shapes list,list_shapes,
Available shapes,list_shapes,
which shapes can i use?,list_shapes,
what can i calculate please,list_shapes,
LIST ALL SHAPES,list_shapes,
i want to list all shapes,list_shapes,
AVAILABLE SHAPES,list_shapes,
i want to list all shapes,list_shapes,
i want to available shapes,list_shapes,
can you what can i calculate,list_shapes,
Which shapes can i use,list_shapes,
i want to list shapes,list_shapes,
show me the shapes?,list_shapes,
shapes list,list_shapes,
Show all shapes,list_shapes,
AVAILABLE SHAPES,list_shapes,
i want to what can i calculate,list_shapes,
list  shapes,list_shapes,
show me the shapes,list_shapes,
show all shapes please,list_shapes,
what can i calculate please,list_shapes,
Show all shapes,list_shapes,
SHOW ME THE SHAPES,list_shapes,
i want to list shapes,list_shapes,
i want to show all shapes,list_shapes,
show  all  shapes,list_shapes,
show  me  the  shapes,list_shapes,
can you available shapes,list_shapes,
WHAT SHAPES DO YOU KNOW,list_shapes,
What shapes do you know,list_shapes,
WHAT SHAPES DO YOU KNOW,list_shapes,
what can i calculate please,list_shapes,
can you available shapes,list_shapes,
shapes  list,list_shapes,
please list shapes,list_shapes,
show  all  shapes,list_shapes,
Show all shapes,list_shapes,
please available shapes,list_shapes,
Which shapes can i use,list_shapes,
can you what shapes are available,list_shapes,
i want to which shapes can i use,list_shapes,
shapes list please,list_shapes,
Show me the shapes,list_shapes,
please which shapes can i use,list_shapes,
list  all  shapes,list_shapes,
what  shapes  are  available,list_shapes,
What can i calculate,list_shapes,
i want to shapes list,list_shapes,
show me the shapes please,list_shapes,
i want to what shapes are available,list_shapes,
can you list all shapes,list_shapes,
show me the shapes?,list_shapes,
show me the shapes please,list_shapes,
please what can i calculate,list_shapes,
